Kinase	Score	Rank	Method	Perc	Qrt	Uniprot_Gene	KinaseFamily
MLK	-0.12471143204374374	78	KRSA	0.0375	4	MAP3K9	MLK
MLK	-0.12471143204374374	78	KRSA	0.0375	4	TNNI3K	MLK
STKR	-0.10852735238974065	79	KRSA	0.025	4	BMPR1B	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	TGFBR2	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	ACVR1B	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	TGFBR1	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	ACVR1	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	ACVR2B	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	AMHR2	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	BMPR1A	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	BMPR2	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	ACVR1C	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	ACVR2A	STKR
STKR	-0.10852735238974065	79	KRSA	0.025	4	ACVRL1	STKR
QIK	-0.08510577951187397	80	KRSA	0.0125	4	SIK1	QIK
QIK	-0.08510577951187397	80	KRSA	0.0125	4	SIK2	QIK
ATR	0.027654815757187368	81	KRSA	0	4	ATR	ATR
